issue,number,state,link
Numbers get printed out when model.fit() instead of verbosity associated with epochs/iterations -- tf.keras,47704,closed,https://github.com/tensorflow/tensorflow/issues/47704
TFLM: Exclude micro speech example,47703,closed,https://github.com/tensorflow/tensorflow/issues/47703
Model.fit average gradients by batch_size,47702,open,https://github.com/tensorflow/tensorflow/issues/47702
"""Could not create cudnn handle: CUDNN_STATUS_NOT_INITIALIZED"" only when running old TF code",47701,open,https://github.com/tensorflow/tensorflow/issues/47701
"Unable to load tflite file in android, It provides ="" Internal error: Failed to run on the given Interpreter: tensorflow/lite/kernels/transpose.cc:55 op_context->perm->dims->data[0] != dims (3 != 2) 03-10 16:42:09.948  8010  8010 D check here: Node number 6 (TRANSPOSE) failed to prepare.""",47700,closed,https://github.com/tensorflow/tensorflow/issues/47700
[ROCm] Re-enabling unit-tests that are now passing on the ROCm platform,47699,closed,https://github.com/tensorflow/tensorflow/issues/47699
TF-TRT CombinedNMS: fix top_k parameter max value,47698,closed,https://github.com/tensorflow/tensorflow/issues/47698
Improve notebooks for tflite-model-maker,47697,open,https://github.com/tensorflow/tensorflow/issues/47697
model.to_json() TypeError: Not JSON Serializable,47696,open,https://github.com/tensorflow/tensorflow/issues/47696
Transpose of a Bi-LSTM CRF working fine on TFLite interpreter of Python but throwing error on Android,47695,closed,https://github.com/tensorflow/tensorflow/issues/47695
_PREEMPTION_ERRORS in one worker cause other workers to get stuck in between-graph async distributed training ,47694,open,https://github.com/tensorflow/tensorflow/issues/47694
[tf.data] move checkpoint tests to kernel tests part 5,47693,closed,https://github.com/tensorflow/tensorflow/issues/47693
multi-threading on tensorflow models,47692,open,https://github.com/tensorflow/tensorflow/issues/47692
Numpy v1.20+ compatibility,47691,open,https://github.com/tensorflow/tensorflow/issues/47691
build_pip_package_with_bazel: add support of Bazel startup option,47690,open,https://github.com/tensorflow/tensorflow/issues/47690
layers.LocallyConnected2D error when saving a model,47689,open,https://github.com/tensorflow/tensorflow/issues/47689
Create Trying demo,47688,closed,https://github.com/tensorflow/tensorflow/issues/47688
"Extremely poor data loader performance, taking too much time to load first batch.",47687,closed,https://github.com/tensorflow/tensorflow/issues/47687
SavedModel file does not exist error when running Image classification with TensorFlow Lite Model Maker tutorial,47686,closed,https://github.com/tensorflow/tensorflow/issues/47686
Random seed produces different results for different TF versions,47685,open,https://github.com/tensorflow/tensorflow/issues/47685
tf.Variable shape is restricted with copy.deepcopy,47684,open,https://github.com/tensorflow/tensorflow/issues/47684
"SentencePieceTokenizer.detokenize fails on TPU with ""No registered 'SentencepieceDetokenizeOp' OpKernel for XLA_TPU_JIT devices""",47683,open,https://github.com/tensorflow/tensorflow/issues/47683
Building tensorflow 2.4 from source failure: Lowering to LLVM IR failed,47682,open,https://github.com/tensorflow/tensorflow/issues/47682
Add command line option to select `-stdlib=libc++` with Xtensa.,47681,closed,https://github.com/tensorflow/tensorflow/issues/47681
LLVM MLIR Tensorflow Compatibility,47680,open,https://github.com/tensorflow/tensorflow/issues/47680
[Intel MKL] Make Vanilla TF and MKL-based TF use common oneDNN build,47679,closed,https://github.com/tensorflow/tensorflow/issues/47679
When Tensorflow support python 3.9 with m1 chip,47678,closed,https://github.com/tensorflow/tensorflow/issues/47678
[ROCm] Fix for ROCm CSB breakage - 210309,47677,closed,https://github.com/tensorflow/tensorflow/issues/47677
Multi Worker Mirrored Strategy -- math,47676,closed,https://github.com/tensorflow/tensorflow/issues/47676
set_weights crashes in custom train_step() method,47675,open,https://github.com/tensorflow/tensorflow/issues/47675
Deallocation not happening when running on GPU in iOS swift,47674,closed,https://github.com/tensorflow/tensorflow/issues/47674
Possible memory leak cloning a model in memory with TF 2.3.1,47673,open,https://github.com/tensorflow/tensorflow/issues/47673
How to use a fractionally strided deconvolution layer? Please mention its initialization and also corresponding upsampling of its input,47672,open,https://github.com/tensorflow/tensorflow/issues/47672
More info on the deprecation of predict_x method for Sequential model?,47671,open,https://github.com/tensorflow/tensorflow/issues/47671
Does tensorflow support AMD?,47670,closed,https://github.com/tensorflow/tensorflow/issues/47670
Tensorflow 2.3.1 training does not use GPU but CPU with  CUDA 11.2 ,47669,closed,https://github.com/tensorflow/tensorflow/issues/47669
[tf.data] move checkpoint tests to kernel tests part 4,47668,closed,https://github.com/tensorflow/tensorflow/issues/47668
Fix for issue #47216,47667,open,https://github.com/tensorflow/tensorflow/issues/47667
Runtime error of executing HLO when adding SPMD pass,47666,closed,https://github.com/tensorflow/tensorflow/issues/47666
`ImportError: cannot import name 'Deconvolution3D' from 'keras.layers' (/home/mona/venv/fall/lib/python3.8/site-packages/keras/layers/__init__.py)`,47665,open,https://github.com/tensorflow/tensorflow/issues/47665
[tf.data] Add SkipInternal for flat_map and interleave,47664,open,https://github.com/tensorflow/tensorflow/issues/47664
Infinite loop in AdjustHue,47663,open,https://github.com/tensorflow/tensorflow/issues/47663
Update aliasing in tf.linalg.band_part docs,47662,closed,https://github.com/tensorflow/tensorflow/issues/47662
eigh fails with 26x26 zero matrix on GPU with eager execution,47661,open,https://github.com/tensorflow/tensorflow/issues/47661
tensorflow-gpu==1.14.0 does not support python 3.6.12-debug,47660,open,https://github.com/tensorflow/tensorflow/issues/47660
tf-model-remediation: Keyword arguments not supported by original model: `['mask']`,47659,open,https://github.com/tensorflow/tensorflow/issues/47659
Change Xtensa softmax kernel to only support int8 inputs and int16 outputs,47658,closed,https://github.com/tensorflow/tensorflow/issues/47658
"Converted TF2 model zoo MaskRCNN model to .tflite, however input tensor seems to have incorrect shape",47657,closed,https://github.com/tensorflow/tensorflow/issues/47657
Fix the TFLM github CI bazel build.,47656,closed,https://github.com/tensorflow/tensorflow/issues/47656
Implementing a version of the (Sparse) Categorical Cross Entropy Loss that makes use of Integer-Indexed predictions.,47655,open,https://github.com/tensorflow/tensorflow/issues/47655
 import tensorflow as tf gives an error,47654,open,https://github.com/tensorflow/tensorflow/issues/47654
Use -stdlib=libc++ and -fno-rtti with Xtensa.,47653,closed,https://github.com/tensorflow/tensorflow/issues/47653
"ValueError: Output tensors to a Model must be the output of a TensorFlow `Layer` (thus holding past layer metadata). Found: Tensor(""dense/truediv:0"", shape=(?, 2, 209), dtype=float32). It ",47652,open,https://github.com/tensorflow/tensorflow/issues/47652
'tf.RGBToHSV' op is neither a custom op nor a flex op,47651,closed,https://github.com/tensorflow/tensorflow/issues/47651
[ROCm] AMP selection process for AMD GPUs,47650,open,https://github.com/tensorflow/tensorflow/issues/47650
TF 2.4.1 yields NaNs on Large Models using model.fit and Adam as compared to 2.3.0,47649,open,https://github.com/tensorflow/tensorflow/issues/47649
[tf.data] move checkpoint tests to kernel tests part 3,47648,closed,https://github.com/tensorflow/tensorflow/issues/47648
Plotting a TensorFlow Graph with dot/graphviz,47647,closed,https://github.com/tensorflow/tensorflow/issues/47647
[ROCm] Workaround for Eigen::half bug related bug on ROCm platform,47646,open,https://github.com/tensorflow/tensorflow/issues/47646
fix **highlighting** of remarks in docstrings,47645,closed,https://github.com/tensorflow/tensorflow/issues/47645
Addition of  kernel variant directory with fast portable kernels,47644,open,https://github.com/tensorflow/tensorflow/issues/47644
Portable optimized versions of key tflite_u op kernels,47643,open,https://github.com/tensorflow/tensorflow/issues/47643
Typo issue in tf.keras.losses docs,47642,open,https://github.com/tensorflow/tensorflow/issues/47642
Generic fast kernels for tflite(u),47641,closed,https://github.com/tensorflow/tensorflow/issues/47641
GPU execution not deallocating memory in iOS swift,47640,open,https://github.com/tensorflow/tensorflow/issues/47640
[tflite] use newer xnnpack related source for M1 bazel build,47639,open,https://github.com/tensorflow/tensorflow/issues/47639
Cannot compile tensorflow lite application when -Werror=undef is actived,47638,closed,https://github.com/tensorflow/tensorflow/issues/47638
Why not use multiple streams for model calculations?,47637,open,https://github.com/tensorflow/tensorflow/issues/47637
TFLite: Not able to build target riscv,47636,open,https://github.com/tensorflow/tensorflow/issues/47636
[Graph C API] Enable plugin optimizers and configs.,47635,closed,https://github.com/tensorflow/tensorflow/issues/47635
How to reproduce Bert with XLA?,47634,open,https://github.com/tensorflow/tensorflow/issues/47634
"why my 'workers=8,use_multiprocessing=True' do not work while training?",47633,open,https://github.com/tensorflow/tensorflow/issues/47633
tensorflow numpy add __setitem__ hook,47632,closed,https://github.com/tensorflow/tensorflow/issues/47632
ssd_mobilenet_v2 to 8-bit quantized tflite model conversion error,47631,open,https://github.com/tensorflow/tensorflow/issues/47631
arm_nn_mat_mult_nt_t_s8.c:111: undefined reference to `__SXTB16_RORn,47630,open,https://github.com/tensorflow/tensorflow/issues/47630
AttributeError when concatenating window datasets,47629,open,https://github.com/tensorflow/tensorflow/issues/47629
Error with decoded CSV file: InvalidArgumentError: Unquoted fields cannot have quotes/CRLFs inside,47628,open,https://github.com/tensorflow/tensorflow/issues/47628
tensorflow.python.framework.errors_impl.InvalidArgumentError error message details are wrong.,47627,open,https://github.com/tensorflow/tensorflow/issues/47627
refactoring,47626,open,https://github.com/tensorflow/tensorflow/issues/47626
refactoring,47625,closed,https://github.com/tensorflow/tensorflow/issues/47625
keras.callbacks.EarlyStopping fails with RuntimeError: basic_string::_S_construct null not valid.,47624,closed,https://github.com/tensorflow/tensorflow/issues/47624
Tensorflow doesn't seem to work on rtx2060,47623,open,https://github.com/tensorflow/tensorflow/issues/47623
Build TFLite Micro for RISC-V,47622,open,https://github.com/tensorflow/tensorflow/issues/47622
windows build,47621,open,https://github.com/tensorflow/tensorflow/issues/47621
tf.saved_model.load does not export SavedModels,47620,closed,https://github.com/tensorflow/tensorflow/issues/47620
mobilenet_v3.preprocess_input does nothing!,47619,closed,https://github.com/tensorflow/tensorflow/issues/47619
Can we add a check in Model.fit on dataset element_spec?,47618,open,https://github.com/tensorflow/tensorflow/issues/47618
Skip the default delegate if we already have set up one delegate.,47617,closed,https://github.com/tensorflow/tensorflow/issues/47617
Dynamic preprocessing of image inside model class. ,47616,closed,https://github.com/tensorflow/tensorflow/issues/47616
Error with cude even with tf nightly,47615,open,https://github.com/tensorflow/tensorflow/issues/47615
micro: Add ELU to AllOpsResolver,47614,closed,https://github.com/tensorflow/tensorflow/issues/47614
pppppp,47613,closed,https://github.com/tensorflow/tensorflow/issues/47613
hello world - First pull request for fun,47612,closed,https://github.com/tensorflow/tensorflow/issues/47612
۱,47611,closed,https://github.com/tensorflow/tensorflow/issues/47611
Can't Quantize Inputs As Uint8 In TFLM,47610,open,https://github.com/tensorflow/tensorflow/issues/47610
TLFM Problem Compiling micro_allocator.cc In Visual Studio With MSVC,47609,open,https://github.com/tensorflow/tensorflow/issues/47609
BatchNorm: Documentation: Problem in Inference Equation (and also training),47608,closed,https://github.com/tensorflow/tensorflow/issues/47608
Hexagon 685/690 wrong SoC examples for QCS610/QCS410 on TensorFlow Lite Hexagon delegate ,47607,open,https://github.com/tensorflow/tensorflow/issues/47607
